ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
KLUC	NDNT-KLUC	2020-07-08 00:00:00.0	50.96822	18.21419	232.961	193.533	2,384.6	1.4	-0.82	-0.89	0.18	0.16
KLUC	NDNT-KLUC	2020-07-08 00:30:00.0	50.96822	18.21419	232.961	193.533	2,383.1	1.3	-0.58	-0.97	0.16	0.15
KLUC	NDNT-KLUC	2020-07-08 01:00:00.0	50.96822	18.21419	232.958	193.53	2,392	1	-0.89	-0.61	0.12	0.11
KOLB	NDNT-KOLA	2020-07-08 00:00:00.0	50.24403	21.78331	250.591	215.142	2,348.2	1.4	0	0.2	0.19	0.17
KOLB	NDNT-KOLA	2020-07-08 00:30:00.0	50.24403	21.78331	250.591	215.142	2,351.6	1.4	-0.14	0.31	0.19	0.19
KOLB	NDNT-KOLA	2020-07-08 01:00:00.0	50.24403	21.78331	250.587	215.138	2,356.5	0.9	-0.24	0.23	0.11	0.1
KONI	12262M001	2020-07-08 00:00:00.0	52.22811	18.25397	157.119	123.977	2,395.7	1.3	-1.07	-0.68	0.16	0.17
KONI	12262M001	2020-07-08 00:30:00.0	52.22811	18.25397	157.119	123.977	2,396.8	1.2	-0.92	-0.38	0.16	0.14
KONI	12262M001	2020-07-08 01:00:00.0	52.22811	18.25397	157.12	123.978	2,400.6	0.9	-1.28	-0.16	0.11	0.11
KOSC	12263M001	2020-07-08 00:00:00.0	54.12256	17.98158	211.134	180.962	2,380.6	1.5	-0.51	-0.95	0.21	0.19
KOSC	12263M001	2020-07-08 00:30:00.0	54.12256	17.98158	211.134	180.962	2,384.5	1.4	-0.29	-0.16	0.2	0.19
KOSC	12263M001	2020-07-08 01:00:00.0	54.12256	17.98158	211.135	180.963	2,392.7	0.9	-0.18	-0.64	0.12	0.11
KOSZ	12264M001	2020-07-08 00:00:00.0	54.20339	16.19772	123.185	90.114	2,408.1	1.3	-0.14	0.48	0.17	0.15
KOSZ	12264M001	2020-07-08 00:30:00.0	54.20339	16.19772	123.185	90.114	2,407.5	1.2	0.91	-0.57	0.17	0.13
KOSZ	12264M001	2020-07-08 01:00:00.0	54.20339	16.19772	123.183	90.112	2,415.1	0.9	0.06	-0.09	0.12	0.1
KRA1	12218M002	2020-07-08 00:00:00.0	50.06611	19.92047	267.121	227.037	2,361.3	1.2	-1.13	-0.92	0.17	0.14
KRA1	12218M002	2020-07-08 00:30:00.0	50.06611	19.92047	267.121	227.037	2,361.3	1.2	-1.28	-1.34	0.14	0.16
KRA2	NDNT-KRAK	2020-07-08 00:00:00.0	50.01092	19.90192	294.991	254.728	2,353.3	1.2	-0.19	-0.38	0.15	0.13
KRA2	NDNT-KRAK	2020-07-08 00:30:00.0	50.01092	19.90192	294.991	254.728	2,356.4	1.2	0.04	-0.53	0.13	0.14
KRAP	NDNT-KRAP	2020-07-08 00:00:00.0	50.49031	17.95681	221.316	180.339	2,393.1	1.4	0.81	-0.61	0.21	0.17
KRAP	NDNT-KRAP	2020-07-08 00:30:00.0	50.49031	17.95681	221.316	180.339	2,399.7	1.4	1.15	1.24	0.18	0.19
KRAW	12218M001	2020-07-08 00:00:00.0	50.06614	19.92047	267.122	227.038	2,357.5	1.3	-0.74	-0.58	0.2	0.15
KRAW	12218M001	2020-07-08 00:30:00.0	50.06614	19.92047	267.122	227.038	2,360.8	1.2	-0.77	-1.56	0.15	0.16
KROS	12265M001	2020-07-08 00:00:00.0	49.67875	21.77464	347.526	311.121	2,328.8	1.2	-1.01	-0.87	0.15	0.15
KROS	12265M001	2020-07-08 00:30:00.0	49.67875	21.77464	347.526	311.121	2,330.3	1.3	-0.88	-0.72	0.16	0.17
KROT	12266M001	2020-07-08 00:00:00.0	51.69219	17.43719	186.252	148.454	2,398.3	1.5	-1.62	-0.53	0.22	0.17
KROT	12266M001	2020-07-08 00:30:00.0	51.69219	17.43719	186.252	148.454	2,403.3	1.4	-1.25	-0.8	0.19	0.17
KUTN	12267M001	2020-07-08 00:00:00.0	52.22606	19.37497	159.85	127.721	2,385	1.2	-0.75	-0.45	0.14	0.13
KUTN	12267M001	2020-07-08 00:30:00.0	52.22606	19.37497	159.85	127.721	2,386.1	1.1	-0.87	-0.22	0.14	0.13
LAN1	NDNT-LANC	2020-07-08 00:00:00.0	50.06586	22.22919	287.421	252.662	2,340	1.2	-0.27	-0.87	0.15	0.14
LAN1	NDNT-LANC	2020-07-08 00:30:00.0	50.06586	22.22919	287.421	252.662	2,342.5	1.2	-0.42	-1.03	0.14	0.16
LEGP	12268M001	2020-07-08 00:00:00.0	51.2	16.15497	181.345	139.962	2,408.1	1.3	-0.58	-0.52	0.17	0.15
LEGP	12268M001	2020-07-08 00:30:00.0	51.2	16.15497	181.345	139.962	2,408.7	1.2	-0.79	-0.52	0.16	0.12
LELO	12269M001	2020-07-08 00:00:00.0	50.68289	19.62889	306.301	267.819	2,347.7	1.2	-0.71	-0.87	0.15	0.14
LELO	12269M001	2020-07-08 00:30:00.0	50.68289	19.62889	306.301	267.819	2,346.3	1.3	-0.78	-0.83	0.15	0.17
LES1	MUSE-LES1	2020-07-08 00:00:00.0	51.52717	16.14506	163.406	123.211	2,418.8	1.4	-1.17	-0.33	0.22	0.16
LES1	MUSE-LES1	2020-07-08 00:30:00.0	51.52717	16.14506	163.406	123.211	2,423.6	1.3	-1.79	-0.01	0.2	0.15
LODZ	12226M001	2020-07-08 00:00:00.0	51.77872	19.45953	259.43	225.931	2,353.2	1.2	-1.6	-0.43	0.15	0.15
LODZ	12226M001	2020-07-08 00:30:00.0	51.77872	19.45953	259.43	225.931	2,359.7	1.2	-1.68	-0.9	0.14	0.15
LOMZ	12271M001	2020-07-08 00:00:00.0	53.174	22.08036	185.348	156.355	2,371.6	1.3	0.32	0	0.14	0.17
LOMZ	12271M001	2020-07-08 00:30:00.0	53.174	22.08036	185.348	156.355	2,369.8	1.3	0.11	-0.26	0.16	0.18
LUBL	12272M001	2020-07-08 00:00:00.0	51.25086	22.55472	242.194	210.384	2,352.1	1.3	-0.12	-1.1	0.2	0.16
LUBL	12272M001	2020-07-08 00:30:00.0	51.25086	22.55472	242.194	210.384	2,353.7	1.3	-0.31	-1.66	0.19	0.19
MET3	10503M010	2020-07-08 00:00:00.0	60.21744	24.3945	79.188	60.421	2,372	1.7	0.41	0.32	0.26	0.2
MET3	10503M010	2020-07-08 00:30:00.0	60.21744	24.3945	79.188	60.421	2,368.9	1.7	0.26	0.54	0.27	0.21
MIEL	18967M001	2020-07-08 00:00:00.0	50.29119	21.438	224.537	188.512	2,365.9	1.3	-1.08	-0.93	0.16	0.16
MIEL	18967M001	2020-07-08 00:30:00.0	50.29119	21.438	224.537	188.512	2,367.3	1.3	-1.03	-0.59	0.16	0.19
MIEW	NDNT-MIEW	2020-07-08 00:00:00.0	50.36228	20.04022	336.593	297.597	2,336.7	1.2	-0.38	-0.65	0.15	0.13
MIEW	NDNT-MIEW	2020-07-08 00:30:00.0	50.36228	20.04022	336.593	297.597	2,336.5	1.2	-0.45	-0.38	0.15	0.14
MIKL	12335M001	2020-07-08 00:00:00.0	46.97278	31.97283	93.952	68.561	2,523.2	1.4	-1.41	1.11	0.17	0.18
MIKL	12335M001	2020-07-08 00:30:00.0	46.97278	31.97283	93.952	68.561	2,515.1	1.4	-1.65	0.99	0.19	0.22
MIMA	12273M001	2020-07-08 00:00:00.0	52.18131	21.55925	200.724	170.133	2,367.5	1.2	-0.71	-0.01	0.15	0.16
MIMA	12273M001	2020-07-08 00:30:00.0	52.18131	21.55925	200.724	170.133	2,364.7	1.2	-0.56	0.44	0.16	0.17
MLCN	12274M001	2020-07-08 00:00:00.0	50.06589	21.97169	271.988	236.819	2,347.8	1.3	-0.62	-0.68	0.17	0.17
MLCN	12274M001	2020-07-08 00:30:00.0	50.06589	21.97169	271.988	236.819	2,349.9	1.3	-0.7	-1.34	0.15	0.19
MSZA	NDNT-MSZA	2020-07-08 00:00:00.0	49.67928	20.07031	440.909	400.335	2,313.9	1.2	0.16	-0.4	0.21	0.15
MSZA	NDNT-MSZA	2020-07-08 00:30:00.0	49.67928	20.07031	440.909	400.335	2,310.6	1.3	-0.7	-0.6	0.17	0.15
MYSZ	12275M001	2020-07-08 00:00:00.0	53.38653	21.34358	169.318	139.453	2,371.2	1.1	0.03	-1.02	0.12	0.13
MYSZ	12275M001	2020-07-08 00:30:00.0	53.38653	21.34358	169.318	139.453	2,374.7	1	-0.17	-1.32	0.12	0.13
NODW	12276M001	2020-07-08 00:00:00.0	52.43108	20.71058	125.694	94.457	2,388.8	1	-0.55	-0.03	0.12	0.11
NODW	12276M001	2020-07-08 00:30:00.0	52.43108	20.71058	125.694	94.457	2,388.4	1	-0.51	0.05	0.12	0.12
NTML	12277M001	2020-07-08 00:00:00.0	52.32081	16.11803	126.634	89.827	2,438.5	1.3	-0.59	0.19	0.16	0.14
NTML	12277M001	2020-07-08 00:30:00.0	52.32081	16.11803	126.634	89.827	2,441.4	1.2	-0.62	-0.1	0.15	0.12
NWSA	NDNT-NWSA	2020-07-08 00:00:00.0	49.63017	20.70711	338.7	299.64	2,339	1.5	-1.1	-0.94	0.23	0.18
NWSA	NDNT-NWSA	2020-07-08 00:30:00.0	49.63017	20.70711	338.7	299.64	2,341.3	1.4	-0.96	-0.83	0.19	0.18
NWSC	12231M001	2020-07-08 00:00:00.0	49.61844	20.69003	334.741	295.588	2,340.9	1.5	-0.41	-0.34	0.25	0.19
NWSC	12231M001	2020-07-08 00:30:00.0	49.61844	20.69003	334.741	295.588	2,339.2	1.4	-0.63	-0.55	0.21	0.19
NWT1	12232M002	2020-07-08 00:00:00.0	49.47819	20.03444	654.926	613.67	2,250.1	1.3	-0.55	-0.09	0.16	0.16
NWT1	12232M002	2020-07-08 00:30:00.0	49.47819	20.03444	654.926	613.67	2,248.5	1.2	-0.53	-0.13	0.14	0.16
NYSA	12278M001	2020-07-08 00:00:00.0	50.47769	17.33375	250.606	208.676	2,386.1	1.4	-0.28	-0.51	0.19	0.17
NYSA	12278M001	2020-07-08 00:30:00.0	50.47769	17.33375	250.606	208.676	2,390.8	1.4	-0.38	-0.88	0.18	0.17
NYSN	NDNT-NYSN	2020-07-08 00:00:00.0	50.45656	17.34097	241.572	199.57	2,390.5	1.7	-0.28	-0.92	0.26	0.21
NYSN	NDNT-NYSN	2020-07-08 00:30:00.0	50.45656	17.34097	241.572	199.57	2,391.2	1.7	-0.39	-0.71	0.24	0.23
OPLE	12283M001	2020-07-08 00:00:00.0	50.66761	17.91936	225.909	185.458	2,390.4	1.4	-0.63	-0.74	0.18	0.16
OPLE	12283M001	2020-07-08 00:30:00.0	50.66761	17.91936	225.909	185.458	2,392.3	1.4	-0.87	-0.85	0.18	0.17
OPNT	12203M003	2020-07-08 00:00:00.0	53.76369	20.51817	171.84	142.071	2,376.6	1.3	-0.39	-0.35	0.2	0.19
OPNT	12203M003	2020-07-08 00:30:00.0	53.76369	20.51817	171.84	142.071	2,378	1.3	-0.49	-0.3	0.2	0.19
OSMZ	12285M001	2020-07-08 00:00:00.0	52.80078	21.89169	166.293	137.098	2,376.5	1.3	0.43	0.87	0.15	0.18
OSMZ	12285M001	2020-07-08 00:30:00.0	52.80078	21.89169	166.293	137.098	2,380.1	1.4	-0.31	0.55	0.17	0.2
OST3	NDNT-OSTR	2020-07-08 00:00:00.0	50.94231	21.38969	237.655	202.365	2,359.5	1.3	-0.39	-0.55	0.18	0.16
OST3	NDNT-OSTR	2020-07-08 00:30:00.0	50.94231	21.38969	237.655	202.365	2,358.3	1.2	-0.64	-0.51	0.15	0.16
PAJE	NDNT-PAJE	2020-07-08 00:00:00.0	51.14675	19.00064	287.439	250.097	2,367.7	1.4	-0.9	-0.87	0.19	0.17
PAJE	NDNT-PAJE	2020-07-08 00:30:00.0	51.14675	19.00064	287.439	250.097	2,371.2	1.4	-0.54	-0.4	0.18	0.19
PES1	MUSE-PES1	2020-07-08 00:00:00.0	50.2915	18.99467	362.258	321.085	2,397.7	2.6	4.06	-4.15	0.54	0.38
PES1	MUSE-PES1	2020-07-08 00:30:00.0	50.2915	18.99467	362.258	321.085	2,394.3	2.8	4.33	-4.18	0.57	0.43
PITR	12287M001	2020-07-08 00:00:00.0	51.40167	19.69094	254.762	219.735	2,361.3	1.3	-1.41	-0.83	0.2	0.16
PITR	12287M001	2020-07-08 00:30:00.0	51.40167	19.69094	254.762	219.735	2,359.3	1.2	-1.22	-0.78	0.17	0.15
POLV	12336M001	2020-07-08 00:00:00.0	49.60261	34.54294	178.425	160.158	2,445.3	1.4	-0.24	1.04	0.17	0.21
POLV	12336M001	2020-07-08 00:30:00.0	49.60261	34.54294	178.425	160.158	2,440.9	1.5	-0.59	0.42	0.17	0.23
POZN	12206M001	2020-07-08 00:00:00.0	52.43006	16.93494	171.559	136.756	2,400.6	1.3	-0.92	-0.31	0.16	0.15
POZN	12206M001	2020-07-08 00:30:00.0	52.43006	16.93494	171.559	136.756	2,412.7	1.2	-1.37	-0.62	0.16	0.16
PPIL	12286M001	2020-07-08 00:00:00.0	53.15697	16.73828	121.747	88.201	2,431.9	1.1	-0.96	-0.52	0.13	0.12
PPIL	12286M001	2020-07-08 00:30:00.0	53.15697	16.73828	121.747	88.201	2,429.1	1	-1.6	0.28	0.12	0.1
PROS	12233M001	2020-07-08 00:00:00.0	50.19175	20.2885	279.914	241.114	2,358.6	1.3	-1.05	-0.59	0.16	0.15
PROS	12233M001	2020-07-08 00:30:00.0	50.19175	20.2885	279.914	241.114	2,357.2	1.2	-0.82	-0.66	0.15	0.16
RACI	NDNT-RACI	2020-07-08 00:00:00.0	50.07761	18.21494	242.647	200.445	2,386.4	1.4	-0.61	-0.21	0.19	0.17
RACI	NDNT-RACI	2020-07-08 00:30:00.0	50.07761	18.21494	242.647	200.445	2,381.5	1.4	-0.22	-0.53	0.17	0.16
REDZ	12227M001	2020-07-08 00:00:00.0	54.47239	17.11753	108.286	76.8	2,417.8	1.3	-0.49	0.32	0.18	0.16
REDZ	12227M001	2020-07-08 00:30:00.0	54.47239	17.11753	108.286	76.8	2,417.7	1.2	-0.04	0.06	0.18	0.15
RES1	MUSE-RES1	2020-07-08 00:00:00.0	50.06244	18.46686	350.393	308.303	2,351.9	1.6	-0.45	-0.76	0.21	0.21
RES1	MUSE-RES1	2020-07-08 00:30:00.0	50.06244	18.46686	350.393	308.303	2,354.2	1.5	-0.45	-0.66	0.19	0.2
RIGA	12302M002	2020-07-08 00:00:00.0	56.94861	24.05878	34.802	14.195	2,389.9	1.9	0.8	0.62	0.25	0.27
RIGA	12302M002	2020-07-08 00:30:00.0	56.94861	24.05878	34.802	14.195	2,390.6	1.6	0.88	0.52	0.21	0.24
RWM1	12281M002	2020-07-08 00:00:00.0	51.76431	20.25047	187.964	154.619	2,374.8	1.2	-1.26	-0.51	0.16	0.14
RWM1	12281M002	2020-07-08 00:30:00.0	51.76431	20.25047	187.964	154.619	2,375.3	1.2	-1.35	-0.53	0.15	0.15
RYKI	12282M001	2020-07-08 00:00:00.0	51.62447	21.92722	204.08	171.947	2,368.6	1.4	-2.63	-1.13	0.27	0.2
RYKI	12282M001	2020-07-08 00:30:00.0	51.62447	21.92722	204.08	171.947	2,372.2	1.4	-1.82	-0.91	0.25	0.22
RYMA	NDNT-RYMA	2020-07-08 00:00:00.0	49.57553	21.86561	399.429	362.751	2,319.3	1.2	-0.87	-0.87	0.15	0.14
RYMA	NDNT-RYMA	2020-07-08 00:30:00.0	49.57553	21.86561	399.429	362.751	2,322.8	1.3	-0.97	-0.33	0.16	0.17
SIDZ	12288M001	2020-07-08 00:00:00.0	51.573	18.71758	190.028	154.417	2,380.4	1.5	0.08	-0.68	0.22	0.19
SIDZ	12288M001	2020-07-08 00:30:00.0	51.573	18.71758	190.028	154.417	2,386.1	1.5	-0.36	-1.13	0.22	0.21
SIED	12289M001	2020-07-08 00:00:00.0	52.15744	22.29422	201.979	172.459	2,369.7	1.3	-0.61	-0.26	0.18	0.15
SIED	12289M001	2020-07-08 00:30:00.0	52.15744	22.29422	201.979	172.459	2,371.7	1.1	-0.37	0.24	0.14	0.15
SIPC	12290M001	2020-07-08 00:00:00.0	52.85697	19.66269	163.158	132.552	2,383.7	1.2	-1.45	0.56	0.18	0.15
SIPC	12290M001	2020-07-08 00:30:00.0	52.85697	19.66269	163.158	132.552	2,386.8	1.1	-0.6	0.66	0.15	0.15
SMID	10114M001	2020-07-08 00:00:00.0	55.64064	9.55931	122.826	82.57	2,380	2	-0.15	-0.46	0.26	0.25
SMID	10114M001	2020-07-08 00:30:00.0	55.64064	9.55931	122.826	82.57	2,381.4	1.8	-0.02	-0.36	0.26	0.22
SMLA	15503M001	2020-07-08 00:00:00.0	49.20164	31.86631	183.052	159.56	2,505.4	1.3	-0.62	-0.91	0.14	0.18
SMLA	15503M001	2020-07-08 00:30:00.0	49.20164	31.86631	183.052	159.56	2,502.5	1.4	-1.07	-1.22	0.15	0.2
SOKL	12292M001	2020-07-08 00:00:00.0	53.40856	23.49575	222.215	194.344	2,354.4	1.4	-0.48	-0.38	0.22	0.19
SOKL	12292M001	2020-07-08 00:30:00.0	53.40856	23.49575	222.215	194.344	2,352.7	1.4	-0.5	-0.19	0.2	0.21
STA3	NDNT-STAS	2020-07-08 00:00:00.0	50.56283	21.18192	257.503	221.152	2,361.9	1.1	-0.58	-0.77	0.13	0.12
STA3	NDNT-STAS	2020-07-08 00:30:00.0	50.56283	21.18192	257.503	221.152	2,366.5	1.1	-0.47	-0.23	0.12	0.13
STAL	NDNT-STAL	2020-07-08 00:00:00.0	50.56822	22.04811	210.532	175.482	2,369	1.2	-0.74	-0.81	0.16	0.14
STAL	NDNT-STAL	2020-07-08 00:30:00.0	50.56822	22.04811	210.532	175.482	2,369.4	1.3	-0.72	-0.68	0.17	0.16
STRG	18994M001	2020-07-08 00:00:00.0	53.96631	18.53	136.271	106.863	2,385.5	1.2	0.25	-0.68	0.15	0.14
STRG	18994M001	2020-07-08 00:30:00.0	53.96631	18.53	136.271	106.863	2,386.9	1.1	0.08	-1.51	0.15	0.14
STRW	NDNT-STRW	2020-07-08 00:00:00.0	49.86972	21.78831	286.85	251.099	2,350.1	1.3	-0.47	-0.95	0.17	0.16
STRW	NDNT-STRW	2020-07-08 00:30:00.0	49.86972	21.78831	286.85	251.099	2,344.9	1.3	-0.13	0.86	0.16	0.18
SULD	10113M001	2020-07-08 00:00:00.0	56.84175	9.74217	120.734	81.955	2,352.8	1.8	-0.65	-0.98	0.25	0.21
SULD	10113M001	2020-07-08 00:30:00.0	56.84175	9.74217	120.734	81.955	2,350.3	1.6	-0.64	-0.79	0.24	0.21
SWIB	12293M001	2020-07-08 00:00:00.0	52.24792	15.53631	132.004	93.695	2,441.8	1.4	-0.8	0.09	0.2	0.16
SWIB	12293M001	2020-07-08 00:30:00.0	52.24792	15.53631	132.004	93.695	2,443	1.2	-1.14	0.29	0.17	0.13
SWKI	12228M001	2020-07-08 00:00:00.0	54.09861	22.92822	215.918	188.523	2,345.2	1.3	0.67	0.17	0.14	0.16
SWKI	12228M001	2020-07-08 00:30:00.0	54.09861	22.92822	215.918	188.523	2,342.6	1.2	0.12	-0.34	0.14	0.15
SZE2	12294M001	2020-07-08 00:00:00.0	53.70019	16.70139	193.749	160.999	2,399.1	1.4	-0.67	0.13	0.18	0.15
SZE2	12294M001	2020-07-08 00:30:00.0	53.70019	16.70139	193.749	160.999	2,395.7	1.2	-1.27	0.57	0.16	0.13
TABG	12295M001	2020-07-08 00:00:00.0	50.57097	21.67119	214.739	179.202	2,362.1	1.2	-0.93	-0.47	0.17	0.15
TABG	12295M001	2020-07-08 00:30:00.0	50.57097	21.67119	214.739	179.202	2,365.6	1.3	-1.09	-1.86	0.18	0.17
TAR1	12296M002	2020-07-08 00:00:00.0	50.45164	18.85814	352.073	311.362	2,346.2	1.4	0.4	-1.07	0.22	0.17
TAR1	12296M002	2020-07-08 00:30:00.0	50.45164	18.85814	352.073	311.362	2,351	1.4	0.95	-1.3	0.22	0.19
TORU	12202M001	2020-07-08 00:00:00.0	53.01839	18.63494	118.386	88.526	2,395.4	1.2	-1.23	-0.39	0.14	0.13
TORU	12202M001	2020-07-08 00:30:00.0	53.01839	18.63494	118.386	88.526	2,393.2	1.1	-1.6	-0.33	0.14	0.13
TRNW	12230M001	2020-07-08 00:00:00.0	50.01608	20.98414	277.066	239.841	2,358.7	1.4	-0.87	-0.48	0.18	0.16
TRNW	12230M001	2020-07-08 00:30:00.0	50.01608	20.98414	277.066	239.841	2,357.4	1.4	-0.93	-0.79	0.17	0.18
TRZ1	NDNT-TRZE	2020-07-08 00:00:00.0	50.16033	19.46908	373.719	332.79	2,338.6	1.2	-0.78	-0.58	0.16	0.14
TRZ1	NDNT-TRZE	2020-07-08 00:30:00.0	50.16033	19.46908	373.719	332.79	2,337.2	1.2	-0.5	-0.49	0.14	0.14
TUBO	11503M001	2020-07-08 00:00:00.0	49.20589	16.59283	324.599	279.857	2,369.9	2.2	-0.7	-1.22	0.27	0.27
TUBO	11503M001	2020-07-08 00:30:00.0	49.20589	16.59283	324.599	279.857	2,373.5	1.7	-0.5	-0.99	0.21	0.23
USDL	12229M001	2020-07-08 00:00:00.0	49.43292	22.58578	529.738	494.132	2,274.9	1.4	-1.65	-0.88	0.23	0.18
USDL	12229M001	2020-07-08 00:30:00.0	49.43292	22.58578	529.738	494.132	2,274.6	1.4	-1.41	-1.36	0.19	0.2
VLNS	10801M001	2020-07-08 00:00:00.0	54.65314	25.29867	240.903	215.936	2,340.6	1.2	0.8	0.42	0.12	0.13
VLNS	10801M001	2020-07-08 00:30:00.0	54.65314	25.29867	240.903	215.936	2,339.8	1.2	0.56	0.27	0.12	0.13
WADO	NDNT-WADO	2020-07-08 00:00:00.0	49.88408	19.48592	329.989	288.475	2,337.5	1.4	0.13	0.72	0.21	0.18
WADO	NDNT-WADO	2020-07-08 00:30:00.0	49.88408	19.48592	329.989	288.475	2,330.4	1.4	0.02	0.84	0.22	0.21
WARN	14277M002	2020-07-08 00:00:00.0	54.16978	12.10142	50.806	12.667	2,429.6	1.4	-0.41	0.56	0.15	0.15
WARN	14277M002	2020-07-08 00:30:00.0	54.16978	12.10142	50.806	12.667	2,425.9	1.3	-1.1	-0.1	0.16	0.15
WAT1	12297M001	2020-07-08 00:00:00.0	52.25383	20.90383	151.657	120.31	2,388.1	1.3	0.24	0.02	0.19	0.17
WAT1	12297M001	2020-07-08 00:30:00.0	52.25383	20.90383	151.657	120.31	2,386.9	1.3	-0.5	-0.37	0.17	0.18
WIEL	18968M001	2020-07-08 00:00:00.0	51.21936	18.57175	233.935	196.062	2,384.8	1.6	-0.97	0.28	0.26	0.19
WIEL	18968M001	2020-07-08 00:30:00.0	51.21936	18.57175	233.935	196.062	2,386.8	1.5	-1.64	0.11	0.25	0.21
WLAD	12222M001	2020-07-08 00:00:00.0	54.79675	18.41875	34.761	5.881	2,441.2	1.6	0.29	-0.15	0.22	0.2
WLAD	12222M001	2020-07-08 00:30:00.0	54.79675	18.41875	34.761	5.881	2,441.1	1.9	0.23	-0.38	0.27	0.26
WLDW	12299M001	2020-07-08 00:00:00.0	51.54528	23.55719	210.951	182.296	2,356.3	1.4	-0.63	-0.56	0.22	0.17
WLDW	12299M001	2020-07-08 00:30:00.0	51.54528	23.55719	210.951	182.296	2,359.5	1.5	-1.27	-1.45	0.19	0.19
WLOC	18999M001	2020-07-08 00:00:00.0	52.65872	19.06694	107.567	76.675	2,396.7	1.2	-0.43	-0.07	0.14	0.13
WLOC	18999M001	2020-07-08 00:30:00.0	52.65872	19.06694	107.567	76.675	2,399.2	1.1	-0.86	-0.75	0.14	0.13
WLOS	NDNT-WLOS	2020-07-08 00:00:00.0	50.84944	19.97483	294.423	257.072	2,348.7	1.1	-0.97	-0.02	0.12	0.11
WLOS	NDNT-WLOS	2020-07-08 00:30:00.0	50.84944	19.97483	294.423	257.072	2,351.5	1	-1.06	-0.92	0.11	0.11
WOD1	18998M001	2020-07-08 00:00:00.0	50.00017	18.45844	298.998	256.747	2,370.9	1.4	-0.54	-0.47	0.19	0.16
WOD1	18998M001	2020-07-08 00:30:00.0	50.00017	18.45844	298.998	256.747	2,368.1	1.3	-0.46	-0.99	0.16	0.16
WRKI	18997M001	2020-07-08 00:00:00.0	52.70556	16.37108	95.279	60.769	2,446.6	1.3	-0.97	0.24	0.21	0.16
WRKI	18997M001	2020-07-08 00:30:00.0	52.70556	16.37108	95.279	60.769	2,448	1.2	-1.65	-0.44	0.17	0.14
WROC	12217M001	2020-07-08 00:00:00.0	51.11325	17.06206	180.823	140.547	2,402.1	2	-0.93	-1.1	0.26	0.25
WROC	12217M001	2020-07-08 00:30:00.0	51.11325	17.06206	180.823	140.547	2,400	1.6	-0.89	-1.1	0.21	0.22
WROE	MUSE-WROE	2020-07-08 00:00:00.0	51.11325	17.06206	180.726	140.45	2,403	1.6	-0.55	-0.77	0.19	0.22
WROE	MUSE-WROE	2020-07-08 00:30:00.0	51.11325	17.06206	180.726	140.45	2,399.7	1.5	-1.03	-1.2	0.18	0.21
ZAWA	NDNT-ZAWA	2020-07-08 00:00:00.0	50.60956	18.48086	264.429	224.015	2,374.1	1.4	-0.5	-0.58	0.22	0.17
ZAWA	NDNT-ZAWA	2020-07-08 00:30:00.0	50.60956	18.48086	264.429	224.015	2,373.4	1.3	0.11	-0.48	0.19	0.16
ZAWI	NDNT-ZAWI	2020-07-08 00:00:00.0	50.49467	19.41042	382.922	343.18	2,331.4	1.2	-0.75	-0.96	0.13	0.12
ZAWI	NDNT-ZAWI	2020-07-08 00:30:00.0	50.49467	19.41042	382.922	343.18	2,331.6	1.1	-0.24	-1.23	0.12	0.12
ZIGR	18995M001	2020-07-08 00:00:00.0	51.94031	15.51431	225.64	186.023	2,414.2	1.3	-1.21	-0.66	0.17	0.16
ZIGR	18995M001	2020-07-08 00:30:00.0	51.94031	15.51431	225.64	186.023	2,413	1.2	-1.05	-0.55	0.16	0.13
ZIM2	14001M008	2020-07-08 00:00:00.0	46.87708	7.46503	956.46	907.623	2,174.9	1.7	-0.57	-0.04	0.27	0.2
ZIM2	14001M008	2020-07-08 00:30:00.0	46.87708	7.46503	956.46	907.623	2,172.8	1.7	-0.69	-0.08	0.24	0.19
ZYWE	NDNT-ZYWE	2020-07-08 00:00:00.0	49.68817	19.19736	405.804	363.694	2,330.8	1.2	-0.71	-0.69	0.15	0.13
ZYWE	NDNT-ZYWE	2020-07-08 00:30:00.0	49.68817	19.19736	405.804	363.694	2,333	1.2	-0.53	-0.59	0.14	0.14
ZYWI	12220S001	2020-07-08 00:00:00.0	49.68669	19.20594	412.785	370.683	2,325.7	1.5	-0.61	-0.62	0.21	0.18
ZYWI	12220S001	2020-07-08 00:30:00.0	49.68669	19.20594	412.785	370.683	2,328	1.5	-0.68	-0.88	0.2	0.19
BART	12234M001	2020-07-08 01:30:00.0	54.25069	20.81544	93.236	65.262	2,398.3	1.1	-1.14	0.03	0.14	0.17
BART	12234M001	2020-07-08 02:00:00.0	54.25069	20.81544	93.233	65.259	2,398.5	1	-1.05	-0.57	0.15	0.14
BART	12234M001	2020-07-08 02:30:00.0	54.25069	20.81544	93.233	65.259	2,399.6	1.1	-0.99	-0.64	0.2	0.16
BART	12234M001	2020-07-08 03:00:00.0	54.25069	20.81544	93.237	65.263	2,399.8	1.2	-0.15	-0.35	0.17	0.15
BART	12234M001	2020-07-08 03:30:00.0	54.25069	20.81544	93.237	65.263	2,396.7	1.1	-0.41	-0.19	0.13	0.17
BEDZ	NDNT-BEDZ	2020-07-08 01:30:00.0	50.34453	19.15936	315.215	274.423	2,366.2	1.1	-0.38	-1.12	0.14	0.16
