360569.114,358899.102,4311.706
360607.891,365242.368,8130.073
360609.956,350389.873,1442.043
360707.572,365531.782,4542.626
360780.886,358850.594,4289.037
360874.666,358467.460,2724.996
360907.673,365257.491,8256.137
360926.957,350265.967,1792.997
360997.939,354897.848,5604.364
361045.339,368408.877,3622.484
361236.442,365223.097,8403.086
361349.508,349942.955,2027.808
361431.654,365275.773,6967.124
361435.195,350723.895,4300.499
361443.111,349978.680,1952.242
361452.552,349600.980,1948.759
361569.605,358430.399,1908.318
361637.693,365166.896,3083.794
361637.693,365166.896,3083.794
361677.098,358490.868,2280.580
361689.272,358169.801,6949.464
361702.579,364958.933,7104.748
361721.962,355225.697,3032.521
361723.043,369250.060,1356.276
361739.751,370404.559,2574.735
361759.704,350446.776,2816.470
361814.796,365062.183,1163.077
361896.565,358457.418,1958.005
361897.494,365156.202,3084.611
361913.516,367627.577,4435.576
361931.390,350724.680,3087.262
361939.218,348905.314,3021.830
361972.627,351698.721,8762.238
362007.585,358509.724,2889.548
362024.278,370251.699,1897.846
362060.422,370339.807,2074.364
362120.781,364630.128,5763.958
362152.018,365062.632,1275.711
362160.613,366001.800,4217.663
362167.352,357213.377,4440.262
362168.959,364540.246,7414.728
362175.806,356693.808,5852.668
362181.230,367490.766,4651.344
362186.588,359008.091,4802.260
362200.227,375580.902,4718.899
362223.878,364586.076,1735.055
362246.235,366847.894,1600.817
362251.716,372250.018,3247.101
362277.394,362244.757,2202.323
362278.642,365650.507,4367.039
362278.878,359851.986,5878.169
362286.026,371925.416,3031.693
362297.285,358175.557,3122.799
362297.588,357156.196,1750.851
362304.366,363842.898,1852.463
362318.952,359430.538,5917.124
362322.274,357050.087,1538.389
362330.345,364236.755,1832.510
362333.203,372586.213,3383.292
362351.202,370279.391,1947.665
362369.375,356458.925,6052.632
362375.077,365067.053,3272.199
362380.378,364436.951,7571.397
362394.134,357383.029,3025.908
362408.345,365392.601,948.204
362409.654,356790.691,1498.369
362411.325,364388.703,1819.922
362470.481,358606.052,5852.376
362471.185,365497.696,4471.487
362471.185,365497.696,4471.487
362471.733,367156.711,4883.756
362498.789,357676.390,2901.918
362513.158,358200.287,5786.461
362536.748,368526.257,10150.890
362560.321,368109.937,2511.852
362574.585,362214.342,2153.919
362586.090,369187.929,10500.542
362591.170,365256.957,1126.387
362593.486,367130.295,1748.608
362596.732,364662.362,1576.947
362597.769,356130.173,6599.803
362598.288,364402.831,3959.366
362617.691,363261.951,3007.482
362617.691,363261.951,3007.482
